id,name,team,age,height,games,points,rebounds,assists
1550,Sam Mitchell,MIN,36,200.66,66,6.5,2.1,1.7
1551,Jason Williams,SAC,24,185.42,81,12.3,2.8,7.3
1552,Tom Gugliotta,PHX,30,208.28,54,13.7,7.9,2.3
1553,Jason Miskiri,CHH,24,187.96,1,0,0,1
1554,Charles Oakley,TOR,36,205.74,80,6.9,6.8,3.2
1555,Charles Barkley,HOU,37,198.12,20,14.5,10.5,3.2
1556,Cedric Henderson,CLE,25,200.66,61,5.4,2.3,0.9
1557,Cedric Ceballos,DAL,30,200.66,69,16.6,6.7,1.3
1558,Carlos Rogers,HOU,29,210.82,53,8,5.2,0.8
1559,Calvin Booth,WAS,24,210.82,11,3.8,2.9,0.6
1560,Calbert Cheaney,BOS,28,200.66,67,4,2.1,1.2
1561,Cal Bowdler,ATL,23,208.28,46,2.7,1.8,0.3
1562,Bryon Russell,UTA,29,200.66,82,14.1,5.2,1.9
1563,Bryce Drew,HOU,25,190.5,72,5.8,1.4,2.3
1564,Bryant Stith,DEN,29,195.58,45,5.6,1.9,1.4
1565,Bryant Reeves,VAN,27,213.36,69,8.9,5.7,1.2
1566,Bruno Sundov,DAL,20,218.44,14,1.9,0.9,0.1
1567,Bruce Bowen,MIA,29,200.66,69,2.8,1.4,0.5
1568,Brian Skinner,LAC,24,205.74,33,5.4,6.1,0.3
1569,Brian Shaw,LAL,34,198.12,74,4.1,2.9,2.7
1570,Brian Grant,POR,28,205.74,63,7.3,5.5,1
1571,Brevin Knight,CLE,24,177.8,65,9.3,3,7
1572,Brent Price,VAN,31,185.42,41,3.4,0.9,1.7
1573,Brent Barry,SEA,28,198.12,80,11.8,4.7,3.6
1574,Brad Miller,CHH,24,213.36,55,7.7,5.3,0.8
1575,Charles R. Jones,LAC,24,190.5,56,3.4,1.1,1.7
1576,Charlie Ward,NYK,29,187.96,72,7.3,3.2,4.2
1577,Chauncey Billups,DEN,23,190.5,13,8.6,2.6,3
1578,Cherokee Parks,VAN,27,210.82,56,3,3.3,0.6
1579,Cory Alexander,DEN,27,185.42,29,2.8,1.4,2
1580,Corliss Williamson,SAC,26,200.66,76,10.3,3.8,1.1
1581,Corie Blount,PHX,31,208.28,38,2.8,3,0.3
1582,Corey Maggette,ORL,20,198.12,77,8.4,3.9,0.8
1583,Corey Benjamin,CHI,22,198.12,48,7.7,1.8,1.1
1584,Clifford Robinson,PHX,33,208.28,80,18.5,4.5,2.8
1585,Clar. Weatherspoon,MIA,29,200.66,78,7.2,5.8,1.2
1586,Chucky Brown,CHH,32,203.2,63,5.3,2.7,1
1587,Chucky Atkins,ORL,25,180.34,82,9.5,1.5,3.7
1588,Chuck Person,SEA,36,203.2,37,2.8,1.4,0.6
1589,Bonzi Wells,POR,23,195.58,66,8.8,2.8,1.5
1590,Christian Laettner,DET,30,210.82,82,12.2,6.7,2.3
1591,Chris Webber,SAC,27,208.28,75,24.5,10.5,4.6
1592,Chris Mullin,IND,36,200.66,47,5.1,1.6,0.8
1593,Chris Mills,GSW,30,200.66,20,16.1,6.2,2.4
1594,Chris Herren,DEN,24,187.96,45,3.1,1.2,2.5
1595,Chris Gatling,DEN,32,208.28,85,11.9,5.9,0.8
1596,Chris Dudley,NYK,35,210.82,47,1.2,2.9,0.1
1597,Chris Crawford,ATL,25,205.74,55,4.6,1.8,0.6
1598,Chris Childs,NYK,32,190.5,71,5.3,2.1,4
1599,Chris Carr,CHI,26,198.12,57,9.3,3,1.5
1600,Chris Anstey,CHI,25,213.36,73,6,3.8,0.9
1601,Chris Whitney,WAS,28,182.88,82,7.8,1.6,3.8
1602,Bobby Phills,CHH,30,195.58,28,13.6,2.5,2.8
1603,Bobby Jackson,MIN,27,185.42,73,5.1,2.1,2.4
1604,Bob Sura,CLE,27,195.58,73,13.8,3.9,3.9
1605,Anthony Carter,MIA,25,185.42,79,6.3,2.5,4.8
1606,Anthony Avent,LAC,30,205.74,49,1.7,1.5,0.2
1607,Antawn Jamison,GSW,24,205.74,43,19.6,8.3,2.1
1608,Anfernee Hardaway,PHX,28,200.66,60,16.9,5.8,5.3
1609,Andrew Lang,NYK,34,210.82,19,3.1,3.2,0.2
1610,Andrew DeClercq,CLE,27,208.28,82,6.6,5.4,0.7
1611,Andre Miller,CLE,24,187.96,82,11.1,3.4,5.8
1612,Andrae Patterson,MIN,24,205.74,5,1.2,0.4,0.2
1613,Alvin Williams,TOR,25,195.58,55,5.3,1.5,2.3
1614,Alonzo Mourning,MIA,30,208.28,79,21.7,9.5,1.6
1615,Anthony Johnson,ORL,25,190.5,56,2.8,0.9,1.3
1616,Allen Iverson,PHI,25,182.88,70,28.4,3.8,4.7
1617,Aleksandar Radojevic,TOR,23,220.98,3,2.3,2.7,0.3
1618,Alan Henderson,ATL,27,205.74,82,13.2,7,0.9
1619,Al Harrington,IND,20,205.74,50,6.6,3.2,0.8
1620,Adrian Griffin,BOS,25,195.58,72,6.7,5.2,2.5
1621,Adonal Foyle,GSW,25,208.28,76,5.5,5.6,0.6
1622,Adam Keefe,UTA,30,205.74,62,2.2,2.2,0.5
1623,Aaron Williams,WAS,28,205.74,81,7.6,5,0.7
1624,Aaron McKie,PHI,27,195.58,82,8,3,2.9
1625,A.J. Bramlett,CLE,23,208.28,8,1,2.8,0
1626,A.C. Green,LAL,36,205.74,82,5,5.9,1
1627,Allan Houston,NYK,29,198.12,82,19.7,3.3,2.7
1628,Cuttino Mobley,HOU,24,193.04,81,15.8,3.6,2.6
1629,Anthony Mason,CHH,33,203.2,82,11.6,8.5,4.5
1630,Anthony Parker,ORL,25,198.12,16,3.6,1.7,0.6
1631,Bo Outlaw,ORL,29,203.2,82,6,6.4,3
1632,Bimbo Coles,ATL,32,187.96,80,8.1,2.2,3.6
1633,Billy Owens,GSW,31,205.74,62,6,4.9,1.6
1634,Bill Wennington,SAC,37,213.36,7,2,2.7,0.1
1635,Bill Curley,GSW,28,205.74,28,2.7,1.8,0.5
1636,Benoit Benjamin,CLE,35,213.36,3,0.7,0.3,0
1637,Ben Wallace,ORL,25,205.74,81,4.8,8.2,0.8
1638,Ben Davis,PHX,27,205.74,5,0.8,1.8,0.4
1639,Baron Davis,CHH,21,190.5,82,5.9,2,3.8
1640,B.J. Armstrong,CHI,32,187.96,27,7.4,1.7,2.9
1641,Anthony Miller,HOU,28,205.74,35,3.7,4.7,0.5
1642,Avery Johnson,SAS,35,180.34,82,11.2,1.9,6
1643,Arvydas Sabonis,POR,35,220.98,66,11.8,7.8,1.8
1644,Armen Gilliam,UTA,36,205.74,50,6.7,4.2,0.8
1645,Antonio McDyess,DEN,25,205.74,81,19.1,8.5,2
1646,Antonio Lang,PHI,28,203.2,10,0.6,0.5,0.2
1647,Antonio Harvey,POR,29,210.82,19,2.2,1.7,0.3
1648,Antonio Davis,TOR,31,205.74,79,11.5,8.8,1.3
1649,Antonio Daniels,SAS,25,193.04,68,6.2,1.3,2.6
1650,Antoine Walker,BOS,23,205.74,82,20.5,8,3.7
1651,Antoine Carr,VAN,38,205.74,21,3.2,1.5,0.3
1652,Anthony Peeler,MIN,30,193.04,82,9.8,2.8,2.4
1653,Austin Croshere,IND,25,205.74,81,10.3,6.4,1.1
1654,Dale Davis,IND,31,210.82,74,10,9.9,0.9
1655,Jason Terry,ATL,22,187.96,81,8.1,2,4.3
1656,Damon Jones,DAL,23,190.5,55,4.2,1,1.7
1657,Glenn Robinson,MIL,27,200.66,81,20.9,6,2.4
1658,Glen Rice,LAL,33,203.2,80,15.9,4.1,2.2
1659,Gheorghe Muresan,NJN,29,231.14,30,3.5,2.3,0.3
1660,Gerard King,WAS,27,205.74,62,5.3,4,0.8
1661,George McCloud,DEN,33,203.2,78,10.1,3.7,3.2
1662,George Lynch,PHI,29,203.2,75,9.6,7.8,1.8
1663,Gary Trent,DAL,25,203.2,11,13.7,4.7,2
1664,Gary Payton,SEA,31,193.04,82,24.2,6.5,8.9
1665,Gary Grant,POR,35,190.5,3,4,1,0.3
1666,Fred Vinson,SEA,29,193.04,8,1.6,0.1,0
1667,Fred Hoiberg,CHI,27,193.04,31,9,3.5,2.7
1668,Felton Spencer,SAS,32,213.36,26,1.9,1.5,0.1
1669,Felipe Lopez,VAN,25,198.12,65,4.5,1.9,0.7
1670,Evan Eschmeyer,NJN,25,210.82,31,2.9,3.5,0.7
1671,Etdrick Bohannon,LAC,27,205.74,13,2.2,2.4,0.4
1672,Ervin Johnson,MIL,32,210.82,80,4.8,8.1,0.6
1673,Erick Strickland,DAL,26,190.5,68,12.8,4.8,3.1
1674,Erick Dampier,GSW,24,210.82,21,8,6.4,0.9
1675,Eric Williams,BOS,27,203.2,68,7.2,2.3,1.4
1676,Eric Snow,PHI,27,190.5,82,7.9,3.2,7.6
1677,Eric Piatkowski,LAC,29,200.66,75,8.7,3,1.1
1678,Grant Hill,DET,27,203.2,74,25.8,6.6,5.2
1679,Grant Long,VAN,34,205.74,42,4.8,5.6,1
1680,Greg Anthony,POR,32,185.42,82,6.3,1.6,2.5
1681,Greg Buckner,DAL,23,193.04,48,5.7,3.6,1.1
1682,Dale Ellis,CHH,39,200.66,42,4.2,1.3,0.3
1683,Jason Kidd,PHX,27,193.04,67,14.3,7.2,10.1
1684,Jason Caffey,GSW,27,203.2,71,12,6.8,1.7
1685,Jaren Jackson,SAS,32,198.12,81,6.3,2.2,1.5
1686,Jamie Feick,NJN,25,203.2,81,5.7,9.3,0.8
1687,James Posey,DEN,23,203.2,81,8.2,3.9,1.8
1688,Jamal Mashburn,MIA,27,203.2,76,17.5,5,3.9
1689,Jalen Rose,IND,27,203.2,80,18.2,4.8,4
1690,Jahidi White,WAS,24,205.74,80,7.1,6.9,0.2
1691,Jacque Vaughn,UTA,25,185.42,78,3.7,0.8,1.6
1692,Eric Murdock,LAC,32,185.42,40,5.6,1.9,2.7
1693,J.R. Reid,MIL,32,205.74,34,4.4,3.4,0.5
1694,Ike Austin,WAS,30,208.28,59,6.7,4.8,1.3
1695,Hubert Davis,DAL,30,195.58,79,7.4,1.7,1.8
1696,Howard Eisley,UTA,27,187.96,82,8.6,2.1,4.2
1697,Horace Grant,SEA,34,208.28,76,8.1,7.8,2.5
1698,Hersey Hawkins,CHI,33,190.5,61,7.9,2.9,2.2
1699,Haywoode Workman,TOR,34,187.96,36,2.4,0.7,1.7
1700,Harold Jamison,MIA,23,203.2,12,1.5,1.8,0.3
1701,Hakeem Olajuwon,HOU,37,213.36,44,10.3,6.2,1.4
1702,Greg Ostertag,UTA,27,218.44,81,4.5,6,0.2
1703,Greg Foster,SEA,31,210.82,60,3.4,1.8,0.7
1704,Isaiah Rider,ATL,29,195.58,60,19.3,4.3,3.7
1705,Eric Montross,DET,28,213.36,51,0.8,1.4,0.1
1706,Ira Bowman,PHI,27,195.58,11,0.5,0.2,0.1
1707,Elton Brand,CHI,21,203.2,81,20.1,10,1.9
1708,Derek Hood,CHH,23,203.2,2,0,0.5,0
1709,Derek Fisher,LAL,25,185.42,78,6.3,1.8,2.8
1710,Derek Anderson,LAC,25,195.58,64,16.9,4,3.4
1711,Dennis Scott,VAN,31,203.2,66,5.6,1.6,1
1712,Dennis Rodman,DAL,39,200.66,12,2.8,14.3,1.2
1713,Dell Curry,TOR,36,195.58,67,7.6,1.5,1.3
1714,Dee Brown,TOR,31,187.96,38,6.9,1.4,2.3
1715,Dedric Willoughby,CHI,26,190.5,25,7.6,2,2.6
1716,Dean Garrett,MIN,33,210.82,56,2,2.5,0.3
1717,DeMarco Johnson,NYK,24,205.74,5,1.2,1.4,0
1718,Derek Strong,ORL,32,205.74,20,2.7,2.2,0.2
1719,David Wingate,NYK,36,195.58,7,0.3,0.3,0.4
1720,David Robinson,SAS,34,215.9,80,17.8,9.6,1.8
1721,Darvin Ham,MIL,26,200.66,35,5.1,4.9,1.2
1722,Darrick Martin,SAC,29,180.34,71,5.7,0.6,1.7
1723,Danny Manning,MIL,34,208.28,72,4.6,2.9,1
1724,Danny Fortson,BOS,24,200.66,55,7.6,6.7,0.5
1725,Danny Ferry,CLE,33,208.28,63,7.3,3.8,1.1
1726,Dana Barros,BOS,33,180.34,72,7.2,1.4,1.8
1727,Dan Majerle,MIA,34,198.12,69,7.3,4.8,3
1728,Damon Stoudamire,POR,26,177.8,78,12.5,3.1,5.2
1729,Emanual Davis,SEA,31,195.58,54,4,1.9,1.3
1730,David Wesley,CHH,29,185.42,82,13.6,2.7,5.6
1731,Derrick Coleman,CHH,33,208.28,74,16.7,8.5,2.4
1732,Darrell Armstrong,ORL,32,185.42,82,16.2,3.3,6.1
1733,Derrick McKey,IND,33,208.28,32,4.3,4.2,1.1
1734,Elden Campbell,CHH,31,213.36,78,12.7,7.6,1.7
1735,Eddie Robinson,CHH,24,205.74,67,7,2.7,0.5
1736,Eddie Jones,CHH,28,198.12,72,20.1,4.8,4.2
1737,Earl Boykins,CLE,24,165.1,26,5.3,1,1.8
1738,Eldridge Recasner,CHH,32,193.04,7,1,0.6,0.7
1739,Duane Causwell,MIA,32,213.36,25,2.6,1.9,0.1
1740,Elliot Perry,NJN,31,182.88,60,5.3,1,2.3
1741,Drew Barry,ATL,27,195.58,16,2.6,0.8,2.1
1742,Doug West,VAN,33,198.12,38,4,1.9,1.1
1743,Doug Christie,TOR,30,198.12,73,12.4,3.9,4.4
1744,Donyell Marshall,GSW,27,205.74,64,14.2,10,2.6
1745,Doug Overton,BOS,30,190.5,48,3.2,0.7,1.1
1746,Donny Marshall,CLE,27,200.66,6,1.8,0.2,0
1747,Detlef Schrempf,POR,37,208.28,77,7.5,4.3,2.6
1748,Devean George,LAL,22,203.2,49,3.2,1.5,0.2
1749,Devin Gray,HOU,28,200.66,21,2.3,1.2,0.2
1750,Dikembe Mutombo,ATL,34,218.44,82,11.5,14.1,1.3
1751,Dickey Simpkins,CHI,28,205.74,69,4.2,5.4,1.4
1752,Dirk Nowitzki,DAL,22,213.36,82,17.5,6.5,2.5
1753,Don MacLean,PHX,30,208.28,16,2.6,1.4,0.5
1754,Don Reid,WAS,26,203.2,38,3.8,2.7,0.3
1755,Dion Glover,ATL,21,195.58,30,6.5,1.3,0.9
1756,Derrick Dial,SAS,24,193.04,8,5,3.3,0.6
1757,Jermaine O'Neal,IND,22,210.82,81,12.9,9.8,1.2
1758,Jerome Kersey,MIL,39,200.66,22,3.3,2,0.7
1759,Jason Williams,SAC,25,185.42,77,9.4,2.4,5.4
1760,Jelani McCoy,SEA,23,208.28,70,4.5,3.6,0.8
1761,Jeff McInnis,LAC,26,193.04,81,12.9,2.7,5.5
1762,Jeff Foster,IND,24,210.82,71,3.5,5.5,0.5
1763,Jaren Jackson,SAS,33,193.04,16,2.4,0.8,0.4
1764,Jason Kidd,PHX,28,193.04,77,16.9,6.4,9.8
1765,Jason Hart,MIL,23,187.96,1,2,0,1
1766,Jason Collier,HOU,23,213.36,23,3.1,1.6,0.3
1767,Jason Caffey,MIL,28,203.2,70,7.1,5,0.8
1768,Jerome Moiso,BOS,23,208.28,24,1.5,1.8,0.1
1769,Jamie Feick,NJN,26,205.74,6,3.7,9.3,0.8
1770,James Robinson,ORL,30,187.96,6,1.7,1.3,0
1771,James Posey,DEN,24,203.2,82,8.1,5.3,2
1772,Jason Terry,ATL,23,187.96,82,19.7,3.3,4.9
1773,Jerome Williams,TOR,28,205.74,59,6.3,6.5,0.8
1774,John Stockton,UTA,39,185.42,82,11.5,2.8,8.7
1775,Jim Jackson,CLE,30,198.12,56,11.5,4,2.9
1776,Karl Malone,UTA,37,205.74,81,23.2,8.3,4.5
1777,Jamel Thomas,NJN,24,198.12,5,2.6,1.8,0
1778,Juwan Howard,DAL,28,205.74,81,18,7.1,2.8
1779,Jumaine Jones,PHI,22,203.2,65,4.7,2.9,0.5
1780,Jud Buechler,DET,33,198.12,57,3.4,1.6,0.7
1781,Jonathan Bender,IND,20,210.82,59,3.3,1.3,0.5
1782,Jon Barry,SAC,31,195.58,62,5.1,1.5,2.1
1783,Jerry Stackhouse,DET,26,198.12,80,29.8,3.9,5.1
1784,Johnny Newman,NJN,37,200.66,82,10.9,2.1,1.4
1785,John Starks,UTA,35,195.58,75,9.3,2.1,2.4
1786,John Crotty,UTA,31,187.96,31,2.1,0.9,1.1
1787,John Coker,GSW,29,213.36,6,0.3,0.8,0.3
1788,John Amaechi,ORL,30,208.28,82,7.9,3.3,0.9
1789,Joel Przybilla,MIL,21,215.9,33,0.8,2.2,0.1
1790,Joe Smith,DET,25,208.28,69,12.3,7.1,1.1
1791,Jim McIlvaine,NJN,28,215.9,18,1.6,1.9,0.2
1792,John Wallace,DET,27,205.74,40,5.9,2.1,0.6
1793,Jamal Robinson,MIA,27,200.66,6,1,1.8,0.3
1794,Greg Anthony,POR,33,185.42,58,4.9,1.1,1.4
1795,Jamal Crawford,CHI,21,195.58,61,4.6,1.5,2.3
1796,Greg Foster,LAL,32,210.82,62,2,1.8,0.5
1797,Greg Buckner,DAL,24,193.04,37,6.2,4.2,1.3
1798,Grant Long,VAN,35,205.74,66,6,4.2,1.3
1799,Grant Hill,ORL,28,203.2,4,13.8,6.3,6.3
1800,Glenn Robinson,MIL,28,200.66,76,22,6.9,3.3
1801,Glen Rice,NYK,34,203.2,75,12,4.1,1.2
1802,Gerard King,WAS,28,205.74,45,4.8,2.9,0.7
1803,Greg Ostertag,UTA,28,218.44,81,4.5,5.1,0.3
1804,George McCloud,DEN,34,203.2,76,9.6,2.9,3.7
1805,Gary Trent,DAL,26,203.2,33,4,2.8,0.3
1806,Gary Payton,SEA,32,193.04,79,23.1,4.6,8.1
1807,Gary Grant,POR,36,190.5,4,2.5,0,0.3
1808,Garth Joseph,DEN,27,218.44,4,0.5,0.5,0.3
1809,Fred Hoiberg,CHI,28,195.58,74,9.1,4.2,3.6
1810,Felton Spencer,NYK,33,213.36,18,2.2,1.9,0.1
1811,Keith Van Horn,NJN,25,208.28,49,17,7.1,1.7
1812,George Lynch,PHI,30,203.2,82,8.4,7.2,1.7
1813,Jamal Mashburn,CHH,28,203.2,76,20.1,7.6,5.4
1814,Hakeem Olajuwon,HOU,38,213.36,58,11.9,7.4,1.2
1815,Hedo Turkoglu,SAC,22,203.2,74,5.3,2.8,0.9
1816,Jamaal Magloire,CHH,23,208.28,74,4.6,4,0.4
1817,Jalen Rose,IND,28,203.2,72,20.5,5,6
1818,Jake Voskuhl,CHI,23,210.82,16,1.9,2.1,0.3
1819,Jake Tsakalidis,PHX,22,218.44,57,4.5,4.2,0.3
1820,Jahidi White,WAS,25,205.74,68,8.6,7.7,0.3
1821,Jacque Vaughn,UTA,26,185.42,82,6.1,1.8,3.9
1822,Jabari Smith,SAC,24,210.82,9,2.9,0.9,0.7
1823,Hanno Mottola,ATL,24,210.82,73,4.4,2.4,0.3
1824,J.R. Reid,CLE,33,205.74,6,1.7,1.3,0.2
1825,Ira Newble,SAS,26,200.66,27,2,1.3,0.2
1826,Ira Bowman,ATL,28,195.58,3,0,0.7,2.3
1827,Ike Austin,VAN,31,208.28,52,4.3,4.3,1.1
1828,Hubert Davis,WAS,31,195.58,66,7.9,2.1,1.7
1829,Howard Eisley,DAL,28,187.96,82,9,2.4,3.6
1830,Horace Grant,LAL,35,208.28,77,8.5,7.1,1.6
1831,Hersey Hawkins,CHH,34,190.5,59,3.1,1.4,1.2
1832,Isaiah Rider,LAL,30,195.58,67,7.6,2.3,1.7
1833,Kelvin Cato,HOU,26,210.82,35,4.7,4,0.3
1834,Metta World Peace,CHI,21,200.66,76,11.9,3.9,3
1835,Kenny Anderson,BOS,30,185.42,33,7.5,2.2,4.1
1836,Michael Redd,MIL,21,198.12,6,2.2,0.7,0.2
1837,Michael Olowokandi,LAC,26,213.36,82,8.5,6.4,0.6
1838,Michael Hawkins,CLE,28,182.88,10,0.8,0.5,1.3
1839,Michael Finley,DAL,28,200.66,82,21.5,5.2,4.4
1840,Michael Doleac,ORL,24,210.82,77,6.4,3.5,0.8
1841,Michael Dickerson,VAN,26,193.04,70,16.3,3.3,3.3
1842,Michael Curry,DET,32,195.58,68,5.2,1.8,1.9
1843,Michael Ruffin,CHI,24,203.2,45,2.6,5.8,0.9
1844,Felipe Lopez,MIN,26,195.58,70,7.9,3.3,1.5
1845,Matt Maloney,ATL,29,190.5,55,6.7,2.1,2.8
1846,Matt Harpring,CLE,25,200.66,56,11.1,4.3,1.8
1847,Matt Geiger,PHI,31,215.9,35,6.1,4,0.4
1848,Matt Bullard,HOU,34,208.28,61,5.8,2.1,0.7
1849,Mateen Cleaves,DET,23,187.96,78,5.4,1.7,2.7
1850,Mark Strickland,NJN,30,208.28,55,4.5,2.9,0.4
1851,Mark Pope,MIL,28,208.28,63,2.4,2.3,0.6
1852,Maurice Taylor,HOU,24,205.74,69,13,5.5,1.5
1853,Mark Madsen,LAL,25,205.74,70,2,2.2,0.3
1854,Michael Smith,WAS,29,203.2,79,3.8,7.1,1.3
1855,Mike Bibby,VAN,23,185.42,82,15.9,3.7,8.4
1856,Olumide Oyedeji,SEA,20,208.28,30,1.5,2.2,0.1
1857,Olden Polynice,UTA,36,213.36,81,5.3,4.7,0.4
1858,Obinna Ekezie,DAL,25,205.74,33,3.1,2.4,0.3
1859,Nick Van Exel,DEN,29,185.42,71,17.7,3.4,8.5
1860,Nick Anderson,SAC,33,198.12,21,1.8,1.2,0.6
1861,Nazr Mohammed,ATL,23,208.28,58,7.6,5.3,0.3
1862,Muggsy Bogues,TOR,36,160.02,3,0,1,1.7
1863,Michael Stewart,TOR,26,208.28,26,1.3,1.1,0.1
1864,Morris Peterson,TOR,23,200.66,80,9.3,3.2,1.3
1865,Moochie Norris,HOU,27,185.42,82,6.6,2.4,3.5
1866,Monty Williams,ORL,29,203.2,82,5,3,1
1867,Mitch Richmond,WAS,36,195.58,37,16.2,2.9,3
1868,Mikki Moore,DET,25,213.36,81,4.4,3.9,0.4
1869,Mike Smith,WAS,25,203.2,17,3,1.3,0.6
1870,Mike Penberthy,LAL,26,190.5,53,5,1.2,1.3
1871,Mike Miller,ORL,21,203.2,82,11.9,4,1.7
1872,Mookie Blaylock,GSW,34,185.42,69,11,3.9,6.7
1873,Kendall Gill,NJN,33,195.58,31,9.1,4.2,2.8
1874,Mark Jackson,NYK,36,190.5,83,7.6,3.7,8
1875,Mark Blount,BOS,25,213.36,64,3.9,3.6,0.5
1876,Lari Ketner,IND,24,205.74,3,0,0,0.3
1877,Lamond Murray,CLE,28,200.66,78,12.8,4.4,1.6
1878,Lamar Odom,LAC,21,208.28,76,17.2,7.8,5.2
1879,LaPhonso Ellis,MIN,31,203.2,82,9.4,6,1.1
1880,Kurt Thomas,NYK,28,205.74,77,10.4,6.7,0.8
1881,Kornel David,DET,29,205.74,27,2.3,1.9,0.3
1882,Kobe Bryant,LAL,22,200.66,68,28.5,5.9,5
1883,Laron Profit,WAS,23,195.58,35,4.3,1.8,2.5
1884,Khalid El-Amin,CHI,22,177.8,50,6.3,1.6,2.9
1885,Kevin Willis,DEN,38,213.36,78,9.3,6.8,0.6
1886,Kevin Ollie,PHI,28,187.96,70,3.1,1.4,2.1
1887,Kevin Garnett,MIN,25,210.82,81,22,11.4,5
1888,Kevin Edwards,VAN,35,190.5,46,3.5,1.8,1.1
1889,Keon Clark,TOR,26,210.82,81,7.9,5.4,0.9
1890,Kenyon Martin,NJN,23,205.74,68,12,7.4,1.9
1891,Kenny Thomas,HOU,23,203.2,74,7.1,5.6,1
1892,Keyon Dooling,LAC,21,195.58,76,5.9,1.2,2.3
1893,Mark Bryant,DAL,36,205.74,18,1.1,1.2,0.2
1894,Larry Hughes,GSW,22,195.58,50,16.5,5.5,4.5
1895,Larry Robinson,ATL,33,190.5,34,5.9,2.6,1.1
1896,Mario Elie,PHX,37,195.58,68,4.4,2.3,1.9
1897,Marcus Fizer,CHI,22,205.74,72,9.5,4.3,1.1
1898,Marcus Camby,NYK,27,210.82,63,12,11.5,0.8
1899,Marc Jackson,GSW,26,208.28,48,13.2,7.5,1.2
1900,Mamadou N'diaye,TOR,26,213.36,3,1.3,0.7,0
1901,Malik Rose,SAS,26,200.66,57,7.7,5.4,0.8
1902,Mahmoud Abdul-Rauf,VAN,32,185.42,41,6.5,0.6,1.9
1903,Larry Johnson,NYK,32,200.66,65,9.9,5.6,2
1904,Lucious Harris,NJN,30,195.58,73,9.4,3.9,1.8
1905,Loy Vaught,WAS,33,205.74,51,3.3,3.4,0.5
1906,Lorenzen Wright,ATL,25,210.82,71,12.4,7.5,1.2
1907,Lindsey Hunter,MIL,30,187.96,82,10.1,2.1,2.7
1908,Lee Nailon,CHH,26,203.2,42,3.9,2.2,0.6
1909,Lawrence Funderburke,SAC,30,205.74,59,4.9,3.3,0.3
1910,Lavor Postell,NYK,23,195.58,26,2.3,1,0.2
1911,Latrell Sprewell,NYK,30,195.58,77,17.7,4.5,3.5
1912,Luc Longley,NYK,32,218.44,25,2,2.6,0.3
1913,Evan Eschmeyer,NJN,26,210.82,74,3.4,4.9,0.5
1914,David Robinson,SAS,35,215.9,80,14.4,8.6,1.5
1915,Ervin Johnson,MIL,33,210.82,82,3.2,7.5,0.5
1916,Bryon Russell,UTA,30,200.66,78,12,4.2,2.1
1917,Bryce Drew,CHI,26,190.5,48,6.3,1.4,3.9
1918,Bryant Stith,BOS,30,195.58,78,9.7,3.6,2.2
1919,Bryant Reeves,VAN,28,213.36,75,8.3,6,1.1
1920,Bruno Sundov,IND,21,218.44,11,3.9,2.1,0.2
1921,Bruce Bowen,MIA,30,200.66,82,7.6,3,1.6
1922,Brian Skinner,LAC,25,205.74,39,4.1,4.3,0.5
1923,Cal Bowdler,ATL,24,208.28,44,3.2,1.8,0.1
1924,Brian Shaw,LAL,35,198.12,80,5.3,3.8,3.2
1925,Brian Cardinal,DET,24,203.2,15,2.1,1.5,0.2
1926,Brevin Knight,ATL,25,177.8,53,6.3,3.2,5.9
1927,Brent Price,VAN,32,185.42,6,2.2,0.7,0.8
1928,Brent Barry,SEA,29,198.12,67,8.8,3.1,3.4
1929,Brad Miller,CHI,25,213.36,57,8.9,7.4,1.9
1930,Bonzi Wells,POR,24,195.58,75,12.6,4.9,2.8
1931,Bobby Jackson,SAC,28,185.42,79,7.2,3.1,2
1932,Brian Grant,MIA,29,205.74,82,15.2,8.8,1.2
1933,Bob Sura,GSW,28,195.58,53,11.1,4.3,4.6
1934,Calbert Cheaney,DEN,29,200.66,9,2.3,2.2,1
1935,Carlos Rogers,HOU,30,210.82,39,4.6,3.6,0.2
1936,Chris Mullin,GSW,37,198.12,20,5.8,2.1,1
1937,Chris Mills,GSW,31,200.66,15,12,6.2,1.2
1938,Chris Mihm,CLE,21,215.9,59,7.6,4.7,0.3
1939,Chris Herren,BOS,25,187.96,25,3.3,0.8,2.2
1940,Chris Gatling,CLE,33,208.28,74,11.4,5.3,0.8
1941,Chris Garner,GSW,26,177.8,8,2.4,1.5,2.3
1942,Chris Dudley,PHX,36,210.82,53,1.4,3.5,0.3
1943,Calvin Booth,DAL,25,210.82,55,5.3,4.5,0.8
1944,Chris Crawford,ATL,26,205.74,47,6.8,2.3,0.8
1945,Chris Carr,BOS,27,198.12,35,4.8,1.3,0.3
1946,Cherokee Parks,LAC,28,210.82,65,4.6,3.5,0.7
1947,Chauncey Billups,MIN,24,190.5,77,9.3,2.1,3.4
1948,Charlie Ward,NYK,30,187.96,61,7.1,2.6,4.5
1949,Charles Oakley,TOR,37,205.74,78,9.6,9.5,3.4
1950,Cedric Henderson,CLE,26,200.66,55,4.3,1.6,1.4
1951,Cedric Ceballos,MIA,31,200.66,40,6.5,2.7,0.5
1952,Chris Childs,TOR,33,190.5,77,4.7,2.6,4.6
1953,Chris Porter,GSW,23,200.66,51,8.6,3.7,1.2
1954,Bo Outlaw,ORL,30,203.2,80,7.3,7.7,2.8
